User Name,App Used,File in App Used,Time Used (seconds),File Path,Hour of Day
nborg,others,14-00_22_11_2024.csv - file_usage_tracker - Visual Studio Code,1.634854,,2024-11-22 14:00
nborg,Viber.exe,Rakuten Viber,0.643926,Rakuten Viber,2024-11-22 14:00
