User Name,App Used,File in App Used,Time Used (seconds),File Path,Hour of Day
admin,Code.exe,activity_tracker.py - file_usage_tracker - Visual Studio Code,21.456565,,2024-12-02 13:00
admin,others,-,0.166037,,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,5.963326,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.160514,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.167973,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.162986,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.163998,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.19837,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.203997,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.167227,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.178884,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.202626,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.122993,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.128999,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.123002,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.120998,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.164537,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.16262,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.175158,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.320014,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.149733,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.14662,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.126012,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.131632,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.132169,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.133245,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.148479,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.144401,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.131843,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.132087,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.167565,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.131969,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.132024,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.134128,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.130216,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.130216,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.129948,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.130157,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.130748,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.131607,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.163226,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.132601,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.112874,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.130799,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.152655,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.131883,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.142907,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.145981,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.148857,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.142788,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.147985,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.135624,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.128133,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,2.901843,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.192783,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.234621,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,9.781709,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.234625,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.268301,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.426519,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,10.629433,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.188955,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.233994,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.192655,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.292561,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.350838,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.153629,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.161878,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.160433,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.247334,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.194117,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.228463,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.204784,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.22513,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.287781,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.336916,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.358453,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.360852,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.234857,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.222219,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.304523,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.370155,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.470715,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.367634,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.611662,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.505863,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.418417,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.448763,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.442895,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.463232,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.411668,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.416178,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.135878,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.132079,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.136193,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.134163,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.132323,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.13133,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.129741,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.131658,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.13745,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.131409,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.130386,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.136994,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.136577,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.130707,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.131642,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.13107,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
admin,acad.exe,Drawing1.dwg,0.128789,C:\Users\admin\Documents\Drawing1.dwg,2024-12-02 13:00
