User Name,App Used,File in App Used,Time Used (seconds),File Path,Hour of Day
admin,others,path_utils.py - file_usage_tracker - Visual Studio Code,6.378204,,2024-11-20 15:00
admin,chrome.exe,Active File Tracking Script,0.921051,,2024-11-20 15:00
admin,others,-,2.349237,,2024-11-20 15:00
admin,chrome.exe,Active File Tracking Script,0.521702,,2024-11-20 15:00
admin,others,Task Switching,0.843542,,2024-11-20 15:00
admin,chrome.exe,Active File Tracking Script,0.416874,,2024-11-20 15:00
admin,others,Task Switching,10.667567,,2024-11-20 15:00
admin,acad.exe,-,4.942582,,2024-11-20 15:00
admin,others,-,7.42476,,2024-11-20 15:00
admin,acad.exe,-,3.080102,,2024-11-20 15:00
admin,acad.exe,-,0.108001,,2024-11-20 15:00
admin,others,path_utils.py - file_usage_tracker - Visual Studio Code,17.204955,,2024-11-20 15:00
admin,acad.exe,-,1.396038,,2024-11-20 15:00
admin,acad.exe,-,0.170377,,2024-11-20 15:00
admin,acad.exe,-,0.176987,,2024-11-20 15:00
admin,acad.exe,-,0.141002,,2024-11-20 15:00
admin,acad.exe,-,1.302744,,2024-11-20 15:00
admin,acad.exe,-,0.130085,,2024-11-20 15:00
admin,acad.exe,-,0.117433,,2024-11-20 15:00
admin,acad.exe,-,0.11714,,2024-11-20 15:00
admin,acad.exe,-,0.118284,,2024-11-20 15:00
admin,acad.exe,-,0.157339,,2024-11-20 15:00
admin,acad.exe,-,0.118713,,2024-11-20 15:00
admin,acad.exe,-,0.311344,,2024-11-20 15:00
admin,acad.exe,-,0.157003,,2024-11-20 15:00
admin,acad.exe,-,0.210287,,2024-11-20 15:00
admin,acad.exe,-,0.13396,,2024-11-20 15:00
admin,acad.exe,-,0.114701,,2024-11-20 15:00
admin,acad.exe,-,0.117404,,2024-11-20 15:00
admin,acad.exe,-,0.117384,,2024-11-20 15:00
admin,acad.exe,-,0.693874,,2024-11-20 15:00
admin,others,Task Switching,7.406609,,2024-11-20 15:00
admin,acad.exe,-,0.828204,,2024-11-20 15:00
admin,acad.exe,-,0.17694,,2024-11-20 15:00
admin,acad.exe,-,0.177839,,2024-11-20 15:00
admin,acad.exe,-,0.129242,,2024-11-20 15:00
admin,acad.exe,-,0.151424,,2024-11-20 15:00
admin,acad.exe,-,0.752787,,2024-11-20 15:00
