User Name,App Used,File in App Used,Time Used (seconds),File Path
others,-,159.028942
ARCHICAD.exe,Untitled - ARCHICAD 25 DEMO,15.555055
others,-,10.311274
ARCHICAD.exe,house1 - ARCHICAD 25 DEMO,46.909556
others,-,8.347079
ARCHICAD.exe,house1 - ARCHICAD 25 DEMO,22.548571
others,-,29.803995
ARCHICAD.exe,house1 - ARCHICAD 25 DEMO,18.11521
others,-,5.572451
ARCHICAD.exe,house1 - ARCHICAD 25 DEMO,3.034672
others,-,290.889221
ARCHICAD.exe,Open file,37.462298
others,-,37.999969
